unique_id,geoid,state_code,chamber,district,party,first_name,last_name,president_or_speaker,president_or_speaker_pro_tempore,majority_leader,minority_leader,next_election
ORupper17,41017,OR,upper,17,D,Elizabeth,Steiner Hayward,0,0,0,0,11/6/18
ORupper18,41018,OR,upper,18,D,Ginny,Burdick,0,0,1,0,11/3/20
ORupper19,41019,OR,upper,19,D,Richard,Devlin,0,0,0,0,11/6/18
ORupper20,41020,OR,upper,20,R,Alan,Olsen,0,0,0,0,11/6/18
ORupper21,41021,OR,upper,21,D,Kathleen,Taylor,0,0,0,0,11/3/20
ORupper22,41022,OR,upper,22,D,Lew,Frederick,0,0,0,0,11/3/20
ORupper23,41023,OR,upper,23,D,Michael,Dembrow,0,0,0,0,11/3/20
ORupper24,41024,OR,upper,24,D,Rod,Monroe,0,0,0,0,11/6/18
ORupper25,41025,OR,upper,25,D,Laurie,Monnes Anderson,0,1,0,0,11/3/20
ORupper26,41026,OR,upper,26,R,Chuck,Thomsen,0,0,0,0,11/6/18
ORupper27,41027,OR,upper,27,R,Tim,Knopp,0,0,0,0,11/3/20
ORupper28,41028,OR,upper,28,R,Dennis,Linthicum,0,0,0,0,11/3/20
ORupper29,41029,OR,upper,29,R,Bill,Hansell,0,0,0,0,11/3/20
ORupper30,41030,OR,upper,30,R,Ted,Ferrioli,0,0,0,0,11/6/18
PAupper1,42001,PA,upper,1,D,Larry,Farnese,0,0,0,0,11/3/20
PAupper2,42002,PA,upper,2,D,Christine,Tartaglione,0,0,0,0,11/6/18
PAupper3,42003,PA,upper,3,D,Sharif,Street,0,0,0,0,11/3/20
PAupper4,42004,PA,upper,4,D,Arthur,Haywood,0,0,0,0,11/6/18
PAupper5,42005,PA,upper,5,D,John,Sabatina,0,0,0,0,11/3/20
PAupper6,42006,PA,upper,6,R,Tommy,Tomlinson,0,0,0,0,11/6/18
PAupper7,42007,PA,upper,7,D,Vincent,Hughes,0,0,0,0,11/3/20
PAupper8,42008,PA,upper,8,D,Anthony,Williams,0,0,0,0,11/6/18
PAupper9,42009,PA,upper,9,R,Tom,Killion,0,0,0,0,11/3/20
PAupper10,42010,PA,upper,10,R,Chuck,McIlhinney,0,0,0,0,11/6/18
PAupper11,42011,PA,upper,11,D,Judy,Schwank,0,0,0,0,11/3/20
PAupper12,42012,PA,upper,12,R,Stewart,Greenleaf,0,0,0,0,11/6/18
PAupper13,42013,PA,upper,13,R,Scott,Martin,0,0,0,0,11/3/20
PAupper14,42014,PA,upper,14,D,John,Yudichak,0,0,0,0,11/6/18
PAupper15,42015,PA,upper,15,R,John,DiSanto,0,0,0,0,11/3/20
PAupper16,42016,PA,upper,16,R,Pat,Browne,0,0,0,0,11/6/18
PAupper17,42017,PA,upper,17,D,Daylin,Leach,0,0,0,0,11/3/20
PAupper18,42018,PA,upper,18,D,Lisa,Boscola,0,0,0,0,11/6/18
PAupper19,42019,PA,upper,19,D,Andy,Dinniman,0,0,0,0,11/3/20
PAupper20,42020,PA,upper,20,R,Lisa,Baker,0,0,0,0,11/6/18
PAupper21,42021,PA,upper,21,R,Scott,Hutchinson,0,0,0,0,11/3/20
PAupper22,42022,PA,upper,22,D,John,Blake,0,0,0,0,11/6/18
PAupper23,42023,PA,upper,23,R,Gene,Yaw,0,0,0,0,11/3/20
PAupper24,42024,PA,upper,24,R,Bob,Mensch,0,0,0,0,11/6/18
PAupper25,42025,PA,upper,25,R,Joe,Scarnati,1,0,0,0,11/3/20
PAupper26,42026,PA,upper,26,R,Thomas,McGarrigle,0,0,0,0,11/6/18
PAupper27,42027,PA,upper,27,R,John,Gordner,0,0,0,0,11/3/20
PAupper28,42028,PA,upper,28,R,Scott,Wagner,0,0,0,0,11/6/18
PAupper29,42029,PA,upper,29,R,Dave,Argall,0,0,0,0,11/3/20
PAupper30,42030,PA,upper,30,R,John,Eichelberger,0,0,0,0,11/6/18
PAupper31,42031,PA,upper,31,R,Mike,Regan,0,0,0,0,11/3/20
PAupper32,42032,PA,upper,32,R,Patrick,Stefano,0,0,0,0,11/6/18
PAupper33,42033,PA,upper,33,R,Rich,Alloway,0,0,0,0,11/3/20
PAupper34,42034,PA,upper,34,R,Jake,Corman,0,0,1,0,11/6/18
PAupper35,42035,PA,upper,35,R,Wayne,Langerholc,0,0,0,0,11/3/20
PAupper36,42036,PA,upper,36,R,Ryan,Aument,0,0,0,0,11/6/18
PAupper37,42037,PA,upper,37,R,Guy,Reschenthaler,0,0,0,0,11/3/20
PAupper38,42038,PA,upper,38,R,Randy,Vulakovich,0,0,0,0,11/6/18
PAupper39,42039,PA,upper,39,R,Kim,Ward,0,0,0,0,11/3/20
PAupper40,42040,PA,upper,40,R,Mario,Scavello,0,0,0,0,11/6/18
PAupper41,42041,PA,upper,41,R,Don,White,0,0,0,0,11/3/20
PAupper42,42042,PA,upper,42,D,Wayne,Fontana,0,0,0,0,11/6/18
PAupper43,42043,PA,upper,43,D,Jay,Costa,0,0,0,1,11/3/20
PAupper44,42044,PA,upper,44,R,John,Rafferty,0,0,0,0,11/6/18
PAupper45,42045,PA,upper,45,D,Jim,Brewster,0,0,0,0,11/3/20
PAupper46,42046,PA,upper,46,R,Camera,Bartolotta,0,0,0,0,11/6/18
PAupper47,42047,PA,upper,47,R,Elder,Vogel,0,0,0,0,11/3/20
PAupper48,42048,PA,upper,48,R,Mike,Folmer,0,0,0,0,11/6/18
PAupper49,42049,PA,upper,49,R,Dan,Laughlin,0,0,0,0,11/3/20
PAupper50,42050,PA,upper,50,R,Michele,Brooks,0,0,0,0,11/6/18
RIupper1,44001,RI,upper,1,D,Maryellen,Goodwin,0,0,0,0,11/6/18
RIupper2,44002,RI,upper,2,D,Ana,Quezada,0,0,0,0,11/6/18
RIupper3,44003,RI,upper,3,D,Gayle,Goldin,0,0,0,0,11/6/18
RIupper4,44004,RI,upper,4,D,Dominick,Ruggerio,1,0,0,0,11/6/18
RIupper5,44005,RI,upper,5,D,Paul,Jabour,0,0,0,0,11/6/18
RIupper6,44006,RI,upper,6,D,Harold,Metts,0,0,0,0,11/6/18
RIupper7,44007,RI,upper,7,D,Frank,Ciccone,0,0,0,0,11/6/18
RIupper8,44008,RI,upper,8,D,James,Doyle,0,0,0,0,11/6/18
RIupper9,44009,RI,upper,9,D,Adam,Satchell,0,0,0,0,11/6/18
RIupper10,44010,RI,upper,10,D,Walter,Felag,0,0,0,0,11/6/18
RIupper11,44011,RI,upper,11,D,James,Seveney,0,0,0,0,11/6/18
RIupper12,44012,RI,upper,12,D,Louis,DiPalma,0,0,0,0,11/6/18
RIupper13,44013,RI,upper,13,D,Teresa,Paiva-Weed,0,0,0,0,11/6/18
RIupper14,44014,RI,upper,14,D,Daniel,Da Ponte,0,0,0,0,11/6/18
RIupper15,44015,RI,upper,15,D,Donna,Nesselbush,0,0,0,0,11/6/18
RIupper16,44016,RI,upper,16,D,Elizabeth,Crowley,0,0,0,0,11/6/18
RIupper17,44017,RI,upper,17,R,Thomas,Paolino,0,0,0,0,11/6/18
RIupper18,44018,RI,upper,18,D,William,Conley,0,0,0,0,11/6/18
RIupper19,44019,RI,upper,19,D,Ryan,Pearson,0,0,0,0,11/6/18
RIupper20,44020,RI,upper,20,D,Roger,Picard,0,0,0,0,11/6/18
RIupper21,44021,RI,upper,21,R,Nicholas,Kettle,0,0,0,0,11/6/18
RIupper22,44022,RI,upper,22,D,Stephen,Archambault,0,0,0,0,11/6/18
RIupper23,44023,RI,upper,23,D,Paul,Fogarty,0,0,0,0,11/6/18
RIupper24,44024,RI,upper,24,D,Marc,Cote,0,0,0,0,11/6/18
RIupper25,44025,RI,upper,25,D,Frank,Lombardo,0,0,0,0,11/6/18
RIupper26,44026,RI,upper,26,D,Frank,Lombardi,0,0,0,0,11/6/18
RIupper27,44027,RI,upper,27,D,Hanna,Gallo,0,0,0,0,11/6/18
RIupper28,44028,RI,upper,28,D,Joshua,Miller,0,0,0,0,11/6/18
RIupper29,44029,RI,upper,29,D,Michael,McCaffrey,0,0,1,0,11/6/18
RIupper30,44030,RI,upper,30,D,Jeanine,Calkin,0,0,0,0,11/6/18
RIupper31,44031,RI,upper,31,D,Erin,Lynch,0,0,0,0,11/6/18
RIupper32,44032,RI,upper,32,D,Cynthia,Armour Coyne,0,0,0,0,11/6/18
RIupper33,44033,RI,upper,33,D,Leonidas,Raptakis,0,0,0,0,11/6/18
RIupper34,44034,RI,upper,34,R,Elaine,Morgan,0,0,0,0,11/6/18
RIupper35,44035,RI,upper,35,R,Mark,Gee,0,0,0,0,11/6/18
RIupper36,44036,RI,upper,36,D,James,Sheehan,0,0,0,0,11/6/18
RIupper37,44037,RI,upper,37,D,Susan,Sosnowski,0,0,0,0,11/6/18
RIupper38,44038,RI,upper,38,R,Dennis,Algiere,0,0,0,1,11/6/18
SCupper1,45001,SC,upper,1,R,Thomas,Alexander,0,0,0,0,11/3/20
SCupper2,45002,SC,upper,2,R,Rex,Rice,0,0,0,0,11/3/20
SCupper3,45003,SC,upper,3,R,Richard,Cash,0,0,0,0,11/3/20
SCupper4,45004,SC,upper,4,R,Michael,Gambrell,0,0,0,0,11/3/20
SCupper5,45005,SC,upper,5,R,Tom,Corbin,0,0,0,0,11/3/20
SCupper6,45006,SC,upper,6,R,William,Timmons,0,0,0,0,11/3/20
SCupper7,45007,SC,upper,7,D,Karl,Allen,0,0,0,0,11/3/20
SCupper8,45008,SC,upper,8,R,Ross,Turner,0,0,0,0,11/3/20
SCupper9,45009,SC,upper,9,R,Daniel,Verdin,0,0,0,0,11/3/20
SCupper10,45010,SC,upper,10,D,Floyd,Nicholson,0,0,0,0,11/3/20
SCupper11,45011,SC,upper,11,D,Glenn,Reese,0,0,0,0,11/3/20
SCupper12,45012,SC,upper,12,R,Scott,Talley,0,0,0,0,11/3/20
SCupper13,45013,SC,upper,13,R,Shane,Martin,0,0,0,0,11/3/20
SCupper14,45014,SC,upper,14,R,Harvey,Peeler,0,0,0,0,11/3/20
SCupper15,45015,SC,upper,15,R,Wes,Climer,0,0,0,0,11/3/20
SCupper16,45016,SC,upper,16,R,Chauncey,Gergory,0,0,0,0,11/3/20
SCupper17,45017,SC,upper,17,D,Mike,Fanning,0,0,0,0,11/3/20
SCupper18,45018,SC,upper,18,R,Ronnie,Cromer,0,0,0,0,11/3/20
SCupper19,45019,SC,upper,19,D,John,Scott,0,0,0,0,11/3/20
SCupper20,45020,SC,upper,20,R,John,Courson,0,0,0,0,11/3/20
SCupper21,45021,SC,upper,21,D,Darrell,Jackson,0,0,0,0,11/3/20
SCupper22,45022,SC,upper,22,D,Mia,McLeod,0,0,0,0,11/3/20
SCupper23,45023,SC,upper,23,R,Katrina,Frye Shealy,0,0,0,0,11/3/20
SCupper24,45024,SC,upper,24,R,Tom,Young,0,0,0,0,11/3/20
SCupper25,45025,SC,upper,25,R,Shane,Massey,0,0,1,0,11/3/20
SCupper26,45026,SC,upper,26,D,Nikki,Setzler,0,0,0,1,11/3/20
SCupper27,45027,SC,upper,27,D,Vincent,Sheheen,0,0,0,0,11/3/20
SCupper28,45028,SC,upper,28,R,Greg,Hembree,0,0,0,0,11/3/20
SCupper29,45029,SC,upper,29,D,Gerald,Malloy,0,0,0,0,11/3/20
SCupper30,45030,SC,upper,30,D,Kent,Williams,0,0,0,0,11/3/20
SCupper31,45031,SC,upper,31,R,Hugh,Leatherman,1,0,0,0,11/3/20
SCupper32,45032,SC,upper,32,D,Ronnie,Sabb,0,0,0,0,11/3/20
SCupper33,45033,SC,upper,33,R,Luke,Rankin,0,0,0,0,11/3/20
SCupper34,45034,SC,upper,34,R,Stephen,Goldfinch,0,0,0,0,11/3/20
SCupper35,45035,SC,upper,35,D,Thomas,McElveen,0,0,0,0,11/3/20
SCupper36,45036,SC,upper,36,D,Kevin,Johnson,0,0,0,0,11/3/20
SCupper37,45037,SC,upper,37,R,Lawrence,Grooms,0,0,0,0,11/3/20
SCupper38,45038,SC,upper,38,R,Sean,Bennett,0,0,0,0,11/3/20
SCupper39,45039,SC,upper,39,D,John,Matthews,0,0,0,0,11/3/20
SCupper40,45040,SC,upper,40,D,Brad,Hutto,0,0,0,0,11/3/20
SCupper41,45041,SC,upper,41,R,Sandy,Senn,0,0,0,0,11/3/20
SCupper42,45042,SC,upper,42,D,Marlon,Kimpson,0,0,0,0,11/3/20
SCupper43,45043,SC,upper,43,R,George,Campsen,0,0,0,0,11/3/20
SCupper44,45044,SC,upper,44,R,Paul,Campbell,0,0,0,0,11/3/20
SCupper45,45045,SC,upper,45,D,Margie,Bright Matthews,0,0,0,0,11/3/20
SCupper46,45046,SC,upper,46,R,Tom,Davis,0,0,0,0,11/3/20
SDupper1,46001,SD,upper,1,D,Jason,Frerichs,0,0,0,0,11/6/18
SDupper2,46002,SD,upper,2,R,Brock,Greenfield,1,0,0,0,11/6/18
SDupper3,46003,SD,upper,3,R,Al,Novstrup,0,0,0,0,11/6/18
SDupper4,46004,SD,upper,4,R,John,Wiik,0,0,0,0,11/6/18
SDupper5,46005,SD,upper,5,R,Neal,Tapio,0,0,0,0,11/6/18
SDupper6,46006,SD,upper,6,R,Ernie,Otten,0,0,0,0,11/6/18
SDupper7,46007,SD,upper,7,R,Larry,Tidemann,0,0,0,0,11/6/18
SDupper8,46008,SD,upper,8,R,Jordan,Youngberg,0,0,0,0,11/6/18
SDupper9,46009,SD,upper,9,R,Deb,Peters,0,0,0,0,11/6/18
SDupper10,46010,SD,upper,10,R,Jenna,Haggar,0,0,0,0,11/6/18
SDupper11,46011,SD,upper,11,R,Jim,Stalzer,0,0,0,0,11/6/18
SDupper12,46012,SD,upper,12,R,Blake,Curd,0,0,1,0,11/6/18
SDupper13,46013,SD,upper,13,R,Jack,Kolbeck,0,0,0,0,11/6/18
SDupper14,46014,SD,upper,14,R,Deb,Soholt,0,0,0,0,11/6/18
SDupper15,46015,SD,upper,15,D,Reynold,Nesiba,0,0,0,0,11/6/18
SDupper16,46016,SD,upper,16,R,James,Bolin,0,0,0,0,11/6/18
SDupper17,46017,SD,upper,17,R,Arthur,Rusch,0,0,0,0,11/6/18
SDupper18,46018,SD,upper,18,D,Craig,Kennedy,0,0,0,0,11/6/18
SDupper19,46019,SD,upper,19,R,Stace,Nelson,0,0,0,0,11/6/18
SDupper20,46020,SD,upper,20,R,Joshua,Klumb,0,0,0,0,11/6/18
SDupper21,46021,SD,upper,21,D,Billie,Sutton,0,0,0,1,11/6/18
SDupper22,46022,SD,upper,22,R,Jim,White,0,0,0,0,11/6/18
SDupper23,46023,SD,upper,23,R,Justin,Cronin,0,0,0,0,11/6/18
SDupper24,46024,SD,upper,24,R,Jeff,Monroe,0,0,0,0,11/6/18
SDupper25,46025,SD,upper,25,R,Kris,Langer,0,0,0,0,11/6/18
SDupper26,46026,SD,upper,26,D,Troy,Heinert,0,0,0,0,11/6/18
SDupper27,46027,SD,upper,27,D,Kevin,Killer,0,0,0,0,11/6/18
SDupper28,46028,SD,upper,28,R,Ryan,Maher,0,0,0,0,11/6/18
SDupper29,46029,SD,upper,29,R,Gary,Cammack,0,0,0,0,11/6/18
SDupper30,46030,SD,upper,30,R,Lance,Russell,0,0,0,0,11/6/18
SDupper31,46031,SD,upper,31,R,Bob,Ewing,0,0,0,0,11/6/18
SDupper32,46032,SD,upper,32,R,Alan,Solano,0,0,0,0,11/6/18
SDupper33,46033,SD,upper,33,R,Phil,Jensen,0,0,0,0,11/6/18
SDupper34,46034,SD,upper,34,R,Jeff,Partridge,0,0,0,0,11/6/18
SDupper35,46035,SD,upper,35,R,Terri,Haverly,0,0,0,0,11/6/18
TNupper1,47001,TN,upper,1,R,Steve,Southerland,0,0,0,0,11/6/18
TNupper2,47002,TN,upper,2,R,Art,Swann,0,0,0,0,11/3/20
TNupper3,47003,TN,upper,3,R,Rusty,Crowe,0,0,0,0,11/6/18
TNupper4,47004,TN,upper,4,R,Jon,Lundberg,0,0,0,0,11/3/20
TNupper5,47005,TN,upper,5,R,Randy,McNally,1,0,0,0,11/6/18
TNupper6,47006,TN,upper,6,R,Becky,Duncan Massey,0,0,0,0,11/3/20
TNupper7,47007,TN,upper,7,R,Richard,Briggs,0,0,0,0,11/6/18
TNupper8,47008,TN,upper,8,R,Frank,Niceley,0,0,0,0,11/3/20
TNupper9,47009,TN,upper,9,R,Mike,Bell,0,0,0,0,11/6/18
TNupper10,47010,TN,upper,10,R,Todd,Gardenhire,0,0,0,0,11/3/20
TNupper11,47011,TN,upper,11,R,Bo,Watson,0,1,0,0,11/6/18
TNupper12,47012,TN,upper,12,R,Ken,Yager,0,0,0,0,11/3/20
TNupper13,47013,TN,upper,13,R,Bill,Ketron,0,0,0,0,11/6/18
TNupper14,47014,TN,upper,14,R,Shane,Reeves,0,0,0,0,11/3/20
TNupper15,47015,TN,upper,15,R,Paul,Bailey,0,0,0,0,11/6/18
TNupper16,47016,TN,upper,16,R,Janice,Bowling,0,0,0,0,11/3/20
TNupper17,47017,TN,upper,17,R,Mark,Pody,0,0,0,0,11/6/18
TNupper18,47018,TN,upper,18,R,Ferrell,Haile,0,1,0,0,11/3/20
TNupper19,47019,TN,upper,19,D,Thelma,Harper,0,0,0,0,11/6/18
TNupper20,47020,TN,upper,20,R,Steven,Dickerson,0,0,0,0,11/3/20
TNupper21,47021,TN,upper,21,D,Jeff,Yarbro,0,0,0,0,11/6/18
TNupper22,47022,TN,upper,22,R,Mark,Green,0,0,0,0,11/3/20
TNupper23,47023,TN,upper,23,R,Jack,Johnson,0,0,0,0,11/6/18
TNupper24,47024,TN,upper,24,R,John,Stevens,0,0,0,0,11/3/20
TNupper25,47025,TN,upper,25,R,Kerry,Roberts,0,0,0,0,11/6/18
TNupper26,47026,TN,upper,26,R,Dolores,Gresham,0,0,0,0,11/3/20
TNupper27,47027,TN,upper,27,R,Ed,Jackson,0,0,0,0,11/6/18
TNupper28,47028,TN,upper,28,R,Joey,Hensley,0,0,0,0,11/3/20
TNupper29,47029,TN,upper,29,D,Lee,Harris,0,0,0,1,11/6/18
TNupper30,47030,TN,upper,30,D,Sara,Kyle,0,0,0,0,11/3/20
TNupper31,47031,TN,upper,31,R,Brian,Kelsey,0,0,0,0,11/6/18
TNupper32,47032,TN,upper,32,R,Mark,Norris,0,0,1,0,11/3/20
TNupper33,47033,TN,upper,33,D,Reginald,Tate,0,0,0,0,11/6/18
TXupper1,48001,TX,upper,1,R,Bryan,Hughes,0,0,0,0,11/3/20
TXupper2,48002,TX,upper,2,R,Bob,Hall,0,0,0,0,11/6/18
TXupper3,48003,TX,upper,3,R,Robert,Nichols,0,1,0,0,11/6/18
TXupper4,48004,TX,upper,4,R,Brandon,Creighton,0,0,0,0,11/3/20
TXupper5,48005,TX,upper,5,R,Charles,Schwertner,0,0,0,0,11/6/18
TXupper6,48006,TX,upper,6,D,Sylvia,Garcia,0,0,0,0,11/3/20
TXupper7,48007,TX,upper,7,R,Paul,Bettencourt,0,0,0,0,11/6/18
TXupper8,48008,TX,upper,8,R,Van,Taylor,0,0,0,0,11/6/18
TXupper9,48009,TX,upper,9,R,Kelly,Hancock,0,0,0,0,11/6/18
TXupper10,48010,TX,upper,10,R,Konni,Burton,0,0,0,0,11/6/18
TXupper11,48011,TX,upper,11,R,Larry,Taylor,0,0,0,0,11/3/20
TXupper12,48012,TX,upper,12,R,Jane,Nelson,0,0,0,0,11/3/20
TXupper13,48013,TX,upper,13,D,Borris,Miles,0,0,0,0,11/3/20
TXupper14,48014,TX,upper,14,D,Kirk,Watson,0,0,0,0,11/6/18
TXupper15,48015,TX,upper,15,D,John,Whitmire,0,0,0,0,11/6/18
TXupper16,48016,TX,upper,16,R,Donald,Huffines,0,0,0,0,11/6/18
TXupper17,48017,TX,upper,17,R,Joan,Huffman,0,0,0,0,11/6/18
TXupper18,48018,TX,upper,18,R,Lois,Kolkhorst,0,0,0,0,11/3/20
TXupper19,48019,TX,upper,19,D,Carlos,Uresti,0,0,0,0,11/3/20
TXupper20,48020,TX,upper,20,D,Juan,Hinojosa,0,0,0,0,11/3/20
TXupper21,48021,TX,upper,21,D,Judith,Zaffirini,0,0,0,0,11/3/20
TXupper22,48022,TX,upper,22,R,Brian,Birdwell,0,0,0,0,11/3/20
TXupper23,48023,TX,upper,23,D,Royce,West,0,0,0,0,11/6/18
TXupper24,48024,TX,upper,24,R,Dawn,Buckingham,0,0,0,0,11/3/20
TXupper25,48025,TX,upper,25,R,Donna,Campbell,0,0,0,0,11/6/18
TXupper26,48026,TX,upper,26,D,Jose,Menendez,0,0,0,0,11/3/20
TXupper27,48027,TX,upper,27,D,Eddie,Lucio,0,0,0,0,11/3/20
TXupper28,48028,TX,upper,28,R,Charles,Perry,0,0,0,0,11/3/20
TXupper29,48029,TX,upper,29,D,Jose,Rodriguez,0,0,0,0,11/3/20
TXupper30,48030,TX,upper,30,R,Craig,Estes,0,0,0,0,11/6/18
TXupper31,48031,TX,upper,31,R,Kel,Seliger,0,0,0,0,11/6/18
UTupper1,49001,UT,upper,1,D,Luz,Escamilla,0,0,0,0,11/3/20
UTupper2,49002,UT,upper,2,D,Jim,Dabakis,0,0,0,0,11/6/18
UTupper3,49003,UT,upper,3,D,Gene,Davis,0,0,0,1,11/6/18
UTupper4,49004,UT,upper,4,D,Jani,Iwamoto,0,0,0,0,11/6/18
UTupper5,49005,UT,upper,5,D,Karen,Mayne,0,0,0,0,11/6/18
UTupper6,49006,UT,upper,6,R,Wayne,Harper,0,0,0,0,11/3/20
UTupper7,49007,UT,upper,7,R,Deidre,Henderson,0,0,0,0,11/3/20
UTupper8,49008,UT,upper,8,R,Brian,Shiozawa,0,0,0,0,11/3/20
UTupper9,49009,UT,upper,9,R,Wayne,Niederhauser,1,0,0,0,11/6/18
UTupper10,49010,UT,upper,10,R,Lincoln,Fillmore,0,0,0,0,11/3/20
UTupper11,49011,UT,upper,11,R,Howard,Stephenson,0,0,0,0,11/6/18
UTupper12,49012,UT,upper,12,R,Daniel,Thatcher,0,0,0,0,11/6/18
UTupper13,49013,UT,upper,13,R,Jake,Anderegg,0,0,0,0,11/3/20
UTupper14,49014,UT,upper,14,R,Daniel,Hemmert,0,0,0,0,11/3/20
UTupper15,49015,UT,upper,15,R,Margaret,Dayton,0,0,0,0,11/6/18
UTupper16,49016,UT,upper,16,R,Curtis,Bramble,0,0,0,0,11/3/20
UTupper17,49017,UT,upper,17,R,Peter,Knudson,0,0,0,0,11/6/18
UTupper18,49018,UT,upper,18,R,Ann,Millner,0,0,0,0,11/6/18
UTupper19,49019,UT,upper,19,R,Allen,Christensen,0,0,0,0,11/3/20
UTupper20,49020,UT,upper,20,R,David,Buxton,0,0,0,0,11/3/20
UTupper21,49021,UT,upper,21,R,Jerry,Stevenson,0,0,0,0,11/6/18
UTupper22,49022,UT,upper,22,R,Stuart,Adams,0,0,0,0,11/6/18
UTupper23,49023,UT,upper,23,R,Todd,Weiler,0,0,0,0,11/3/20
UTupper24,49024,UT,upper,24,R,Ralph,Okerlund,0,0,1,0,11/3/20
UTupper25,49025,UT,upper,25,R,Lyle,Hillyard,0,0,0,0,11/3/20
UTupper26,49026,UT,upper,26,R,Kevin,Van Tassell,0,0,0,0,11/6/18
UTupper27,49027,UT,upper,27,R,David,Hinkins,0,0,0,0,11/3/20
UTupper28,49028,UT,upper,28,R,Evan,Vickers,0,0,0,0,11/6/18
UTupper29,49029,UT,upper,29,R,Don,Ipson,0,0,0,0,11/3/20
VAupper1,51001,VA,upper,1,D,Monty,Mason,0,0,0,0,11/5/19
VAupper2,51002,VA,upper,2,D,Mamie,Locke,0,0,0,0,11/5/19
VAupper3,51003,VA,upper,3,R,Thomas,Norment,0,0,1,0,11/5/19
VAupper4,51004,VA,upper,4,R,Ryan,McDougle,0,0,0,0,11/5/19
VAupper5,51005,VA,upper,5,D,Lionell,Spruill,0,0,0,0,11/5/19
VAupper6,51006,VA,upper,6,D,Lynwood,Lewis,0,0,0,0,11/5/19
VAupper7,51007,VA,upper,7,R,Frank,Wagner,0,0,0,0,11/5/19
VAupper8,51008,VA,upper,8,R,Bill,DeSteph,0,0,0,0,11/5/19
VAupper9,51009,VA,upper,9,D,Jenn,McClellan,0,0,0,0,11/5/19
VAupper10,51010,VA,upper,10,R,Glen,Sturtevant,0,0,0,0,11/5/19
VAupper11,51011,VA,upper,11,R,Amanda,Chase,0,0,0,0,11/5/19
VAupper12,51012,VA,upper,12,R,Siobhan,Dunnavant,0,0,0,0,11/5/19
VAupper13,51013,VA,upper,13,R,Richard,Black,0,0,0,0,11/5/19
VAupper14,51014,VA,upper,14,R,John,Cosgrove,0,0,0,0,11/5/19
VAupper15,51015,VA,upper,15,R,Frank,Ruff,0,0,0,0,11/5/19
VAupper16,51016,VA,upper,16,D,Roz,Dance,0,0,0,0,11/5/19
VAupper17,51017,VA,upper,17,R,Bryce,Reeves,0,0,0,0,11/5/19
VAupper18,51018,VA,upper,18,D,Louise,Lucas,0,0,0,0,11/5/19
VAupper19,51019,VA,upper,19,R,David,Suetterlein,0,0,0,0,11/5/19
VAupper20,51020,VA,upper,20,R,Bill,Stanley,0,0,0,0,11/5/19
VAupper21,51021,VA,upper,21,D,John,Edwards,0,0,0,0,11/5/19
VAupper22,51022,VA,upper,22,R,Mark,Peake,0,0,0,0,11/5/19
VAupper23,51023,VA,upper,23,R,Stephen,Newman,1,0,0,0,11/5/19
VAupper24,51024,VA,upper,24,R,Emmett,Hanger,0,0,0,0,11/5/19
VAupper25,51025,VA,upper,25,D,Creigh,Deeds,0,0,0,0,11/5/19
VAupper26,51026,VA,upper,26,R,Mark,Obenshain,0,0,0,0,11/5/19
VAupper27,51027,VA,upper,27,R,Jill,Vogel,0,0,0,0,11/5/19
VAupper28,51028,VA,upper,28,R,Richard,Stuart,0,0,0,0,11/5/19
VAupper29,51029,VA,upper,29,D,Jeremy,McPike,0,0,0,0,11/5/19
VAupper30,51030,VA,upper,30,D,Adam,Ebbin,0,0,0,0,11/5/19
VAupper31,51031,VA,upper,31,D,Barbara,Favola,0,0,0,0,11/5/19
VAupper32,51032,VA,upper,32,D,Janet,Howell,0,0,0,0,11/5/19
VAupper33,51033,VA,upper,33,D,Jennifer,Wexton,0,0,0,0,11/5/19
VAupper34,51034,VA,upper,34,D,Chap,Petersen,0,0,0,0,11/5/19
VAupper35,51035,VA,upper,35,D,Dick,Saslaw,0,0,0,1,11/5/19
VAupper36,51036,VA,upper,36,D,Scott,Surovell,0,0,0,0,11/5/19
VAupper37,51037,VA,upper,37,D,Dave,Marsden,0,0,0,0,11/5/19
VAupper38,51038,VA,upper,38,R,Benton,Chafin,0,0,0,0,11/5/19
VAupper39,51039,VA,upper,39,D,George,Barker,0,0,0,0,11/5/19
VAupper40,51040,VA,upper,40,R,Bill,Carrico,0,0,0,0,11/5/19
VTupperAddison,50ADD,VT,upper,Addison,D,Claire,Ayer,0,0,0,0,11/6/18
VTupperAddison,50ADD,VT,upper,Addison,D,Christopher,Bray,0,0,0,0,11/6/18
VTupperBennington,50BEN,VT,upper,Bennington,D,Brian,Campion,0,0,0,0,11/6/18
VTupperBennington,50BEN,VT,upper,Bennington,D,Richard,Sears,0,0,0,0,11/6/18
VTupperCaledonia,50CAL,VT,upper,Caledonia,R,Joe,Benning,0,0,0,1,11/6/18
VTupperCaledonia,50CAL,VT,upper,Caledonia,D,Jane,Kitchel,0,0,0,0,11/6/18
VTupperChittenden,50CHI,VT,upper,Chittenden,D,Tim,Ashe,1,1,0,0,11/6/18
VTupperChittenden,50CHI,VT,upper,Chittenden,D,Phil,Baruth,0,0,0,0,11/6/18
VTupperChittenden,50CHI,VT,upper,Chittenden,D,Debbie,Ingram,0,0,0,0,11/6/18
VTupperChittenden,50CHI,VT,upper,Chittenden,D,Ginny,Lyons,0,0,0,0,11/6/18
