unique_id,geoid,state_code,chamber,district,party,first_name,last_name,president_or_speaker,president_or_speaker_pro_tempore,majority_leader,minority_leader,next_election
NEupper9,31009,NE,upper,9,D,Sara,Howard,0,0,0,0,11/3/20
NEupper10,31010,NE,upper,10,D,Bob,Krist,0,0,0,0,11/6/18
NEupper11,31011,NE,upper,11,I,Ernie,Chambers,0,0,0,0,11/3/20
NEupper12,31012,NE,upper,12,R,Merv,Riepe,0,0,0,0,11/6/18
NEupper13,31013,NE,upper,13,D,Justin,Wayne,0,0,0,0,11/3/20
NEupper14,31014,NE,upper,14,R,Jim,Smith,0,0,0,0,11/6/18
NEupper15,31015,NE,upper,15,D,Lynne,Walz,0,0,0,0,11/3/20
NEupper16,31016,NE,upper,16,R,Lydia,Brasch,0,0,0,0,11/6/18
NEupper17,31017,NE,upper,17,R,Joni,Albrecht,0,0,0,0,11/3/20
NEupper18,31018,NE,upper,18,R,Brett,Lindstrom,0,0,0,0,11/6/18
NEupper19,31019,NE,upper,19,R,Jim,Scheer,1,0,0,0,11/3/20
NEupper20,31020,NE,upper,20,R,John,McCollister,0,0,0,0,11/6/18
NEupper21,31021,NE,upper,21,R,Mike,Hilgers,0,0,0,0,11/3/20
NEupper22,31022,NE,upper,22,R,Paul,Schumacher,0,0,0,0,11/6/18
NEupper23,31023,NE,upper,23,R,Bruce,Bostelman,0,0,0,0,11/3/20
NEupper24,31024,NE,upper,24,R,Mark,Kolterman,0,0,0,0,11/6/18
NEupper25,31025,NE,upper,25,R,Suzanne,Geist,0,0,0,0,11/3/20
NEupper26,31026,NE,upper,26,D,Matt,Hansen,0,0,0,0,11/6/18
NEupper27,31027,NE,upper,27,D,Anna,Wishart,0,0,0,0,11/3/20
NEupper28,31028,NE,upper,28,D,Patty,Pansing Brooks,0,0,0,0,11/6/18
NEupper29,31029,NE,upper,29,D,Kate,Bolz,0,0,0,0,11/3/20
NEupper30,31030,NE,upper,30,R,Roy,Baker,0,0,0,0,11/6/18
NEupper31,31031,NE,upper,31,D,Rick,Kolowski,0,0,0,0,11/3/20
NEupper32,31032,NE,upper,32,L,Laura,Ebke,0,0,0,0,11/6/18
NEupper33,31033,NE,upper,33,R,Steve,Halloran,0,0,0,0,11/3/20
NEupper34,31034,NE,upper,34,R,Curt,Friesen,0,0,0,0,11/6/18
NEupper35,31035,NE,upper,35,D,Dan,Quick,0,0,0,0,11/3/20
NEupper36,31036,NE,upper,36,R,Matt,Williams,0,0,0,0,11/6/18
NEupper37,31037,NE,upper,37,R,John,Lowe,0,0,0,0,11/3/20
NEupper38,31038,NE,upper,38,R,John,Kuehn,0,0,0,0,11/6/18
NEupper39,31039,NE,upper,39,R,Lou Ann,Linehan,0,0,0,0,11/3/20
NEupper40,31040,NE,upper,40,R,Tyson,Larson,0,0,0,0,11/6/18
NEupper41,31041,NE,upper,41,R,Tom,Briese,0,0,0,0,11/3/20
NEupper42,31042,NE,upper,42,R,Mike,Groene,0,0,0,0,11/6/18
NEupper43,31043,NE,upper,43,R,Tom,Brewer,0,0,0,0,11/3/20
NEupper44,31044,NE,upper,44,R,Dan,Hughes,0,0,0,0,11/6/18
NEupper45,31045,NE,upper,45,D,Sue,Crawford,0,0,0,0,11/3/20
NEupper46,31046,NE,upper,46,D,Adam,Morfeld,0,0,0,0,11/6/18
NEupper47,31047,NE,upper,47,R,Steve,Erdman,0,0,0,0,11/3/20
NEupper48,31048,NE,upper,48,R,John,Stinner,0,0,0,0,11/6/18
NEupper49,31049,NE,upper,49,R,John,Murante,0,0,0,0,11/3/20
NHupper1,33001,NH,upper,1,D,Jeff,Woodburn,0,0,0,1,11/6/18
NHupper2,33002,NH,upper,2,R,Bob,Giuda,0,0,0,0,11/6/18
NHupper3,33003,NH,upper,3,R,Jeb,Bradley,0,0,1,0,11/6/18
NHupper4,33004,NH,upper,4,D,David,Watters,0,0,0,0,11/6/18
NHupper5,33005,NH,upper,5,D,Martha,Hennessey,0,0,0,0,11/6/18
NHupper6,33006,NH,upper,6,R,James,Gray,0,0,0,0,11/6/18
NHupper7,33007,NH,upper,7,R,Harold,French,0,0,0,0,11/6/18
NHupper8,33008,NH,upper,8,R,Ruth,Ward,0,0,0,0,11/6/18
NHupper9,33009,NH,upper,9,R,Andy,Sanborn,0,0,0,0,11/6/18
NHupper10,33010,NH,upper,10,D,Jay,Kahn,0,0,0,0,11/6/18
NHupper11,33011,NH,upper,11,R,Gary,Daniels,0,0,0,0,11/6/18
NHupper12,33012,NH,upper,12,R,Kevin,Avard,0,0,0,0,11/6/18
NHupper13,33013,NH,upper,13,D,Bette,Lasky,0,0,0,0,11/6/18
NHupper14,33014,NH,upper,14,R,Sharon,Carson,0,1,0,0,11/6/18
NHupper15,33015,NH,upper,15,D,Dan,Feltes,0,0,0,0,11/6/18
NHupper16,33016,NH,upper,16,D,Scott,McGilvray,0,0,0,0,11/6/18
NHupper17,33017,NH,upper,17,R,John,Reagan,0,0,0,0,11/6/18
NHupper18,33018,NH,upper,18,D,Donna,Soucy,0,0,0,0,11/6/18
NHupper19,33019,NH,upper,19,R,Regina,Birdsell,0,0,0,0,11/6/18
NHupper20,33020,NH,upper,20,D,Lou,D'Allesandro,0,0,0,0,11/6/18
NHupper21,33021,NH,upper,21,D,Martha,Fuller Clark,0,0,0,0,11/6/18
NHupper22,33022,NH,upper,22,R,Chuck,Morse,1,0,0,0,11/6/18
NHupper23,33023,NH,upper,23,R,Bill,Gannon,0,0,0,0,11/6/18
NHupper24,33024,NH,upper,24,R,Dan,Innis,0,0,0,0,11/6/18
NJupper1,34001,NJ,upper,1,D,Jeff,Van Drew,0,0,0,0,11/2/21
NJupper2,34002,NJ,upper,2,R,Chris,Brown,0,0,0,0,11/2/21
NJupper3,34003,NJ,upper,3,D,Stephen,Sweeney,1,0,0,0,11/2/21
NJupper4,34004,NJ,upper,4,D,Fred,Madden,0,0,0,0,11/2/21
NJupper5,34005,NJ,upper,5,D,Nilsa,Cruz-Perez,0,0,0,0,11/2/21
NJupper6,34006,NJ,upper,6,D,James,Beach,0,0,0,0,11/2/21
NJupper7,34007,NJ,upper,7,D,Troy,Singleton,0,0,0,0,11/2/21
NJupper8,34008,NJ,upper,8,R,Dawn,Addiego,0,0,0,0,11/2/21
NJupper9,34009,NJ,upper,9,R,Christopher,Connors,0,0,0,0,11/2/21
NJupper10,34010,NJ,upper,10,R,James,Holzapfel,0,0,0,0,11/2/21
NJupper11,34011,NJ,upper,11,D,Vin,Gopal,0,0,0,0,11/2/21
NJupper12,34012,NJ,upper,12,R,Samuel,Thompson,0,0,0,0,11/2/21
NJupper13,34013,NJ,upper,13,R,Declan,O'Scalon,0,0,0,0,11/2/21
NJupper14,34014,NJ,upper,14,D,Linda,Greenstein,0,0,0,0,11/2/21
NJupper15,34015,NJ,upper,15,D,Shirley,Turner,0,0,0,0,11/2/21
NJupper16,34016,NJ,upper,16,R,Christopher,Bateman,0,0,0,0,11/2/21
NJupper17,34017,NJ,upper,17,D,Bob,Smith,0,0,0,0,11/2/21
NJupper18,34018,NJ,upper,18,D,Patrick,Diegnan,0,0,0,0,11/2/21
NJupper19,34019,NJ,upper,19,D,Joseph,Vitale,0,0,0,0,11/2/21
NJupper20,34020,NJ,upper,20,D,Joseph,Cryan,0,0,0,0,11/2/21
NJupper21,34021,NJ,upper,21,R,Thomas,Kean,0,0,0,1,11/2/21
NJupper22,34022,NJ,upper,22,D,Nicholas,Scutari,0,0,0,0,11/2/21
NJupper23,34023,NJ,upper,23,R,Michael,Doherty,0,0,0,0,11/2/21
NJupper24,34024,NJ,upper,24,R,Steven,Oroho,0,0,0,0,11/2/21
NJupper25,34025,NJ,upper,25,R,Anthony,Bucco,0,0,0,0,11/2/21
NJupper26,34026,NJ,upper,26,R,Joseph,Pennacchio,0,0,0,0,11/2/21
NJupper27,34027,NJ,upper,27,D,Richard,Codey,0,0,0,0,11/2/21
NJupper28,34028,NJ,upper,28,D,Ronald,Rice,0,0,0,0,11/2/21
NJupper29,34029,NJ,upper,29,D,Teresa,Ruiz,0,1,0,0,11/2/21
NJupper30,34030,NJ,upper,30,R,Robert,Singer,0,0,0,0,11/2/21
NJupper31,34031,NJ,upper,31,D,Sandra,Cunningham,0,0,0,0,11/2/21
NJupper32,34032,NJ,upper,32,D,Nicholas,Sacco,0,0,0,0,11/2/21
NJupper33,34033,NJ,upper,33,D,Brian,Stack,0,0,0,0,11/2/21
NJupper34,34034,NJ,upper,34,D,Nia,Gill,0,0,0,0,11/2/21
NJupper35,34035,NJ,upper,35,D,Nellie,Pou,0,0,0,0,11/2/21
NJupper36,34036,NJ,upper,36,D,Paul,Sarlo,0,0,0,0,11/2/21
NJupper37,34037,NJ,upper,37,D,Loretta,Weinberg,0,0,1,0,11/2/21
NJupper38,34038,NJ,upper,38,D,Joseph,Lagana,0,0,0,0,11/2/21
NJupper39,34039,NJ,upper,39,R,Gerald,Cardinale,0,0,0,0,11/2/21
NJupper40,34040,NJ,upper,40,R,Kristin,Corrado,0,0,0,0,11/2/21
NMupper1,35001,NM,upper,1,R,William,Sharer,0,0,0,0,11/3/20
NMupper2,35002,NM,upper,2,R,Steven,Neville,0,0,0,0,11/3/20
NMupper3,35003,NM,upper,3,D,John,Pinto,0,0,0,0,11/3/20
NMupper4,35004,NM,upper,4,D,George,Muñoz,0,0,0,0,11/3/20
NMupper5,35005,NM,upper,5,D,Richard,Martinez,0,0,0,0,11/3/20
NMupper6,35006,NM,upper,6,D,Carlos,Cisneros,0,0,0,0,11/3/20
NMupper7,35007,NM,upper,7,R,Pat,Woods,0,0,0,0,11/3/20
NMupper8,35008,NM,upper,8,D,Pete,Campos,0,0,0,0,11/3/20
NMupper9,35009,NM,upper,9,D,John,Sapien,0,0,0,0,11/3/20
NMupper10,35010,NM,upper,10,R,Candace,Gould,0,0,0,0,11/3/20
NMupper11,35011,NM,upper,11,D,Linda,Lopez,0,0,0,0,11/3/20
NMupper12,35012,NM,upper,12,D,Jerry,Ortiz y Pino,0,0,0,0,11/3/20
NMupper13,35013,NM,upper,13,D,Bill,O'Neill,0,0,0,0,11/3/20
NMupper14,35014,NM,upper,14,D,Michael,Padilla,0,0,0,0,11/3/20
NMupper15,35015,NM,upper,15,D,Daniel,Ivey-Soto,0,0,0,0,11/3/20
NMupper16,35016,NM,upper,16,D,Cisco,McSorley,0,0,0,0,11/3/20
NMupper17,35017,NM,upper,17,D,Mimi,Stewart,0,0,0,0,11/3/20
NMupper18,35018,NM,upper,18,D,Bill,Tallman,0,0,0,0,11/3/20
NMupper19,35019,NM,upper,19,R,James,White,0,0,0,0,11/3/20
NMupper20,35020,NM,upper,20,R,William,Payne,0,0,0,0,11/3/20
NMupper21,35021,NM,upper,21,R,Mark,Moores,0,0,0,0,11/3/20
NMupper22,35022,NM,upper,22,D,Benny,Shendo,0,0,0,0,11/3/20
NMupper23,35023,NM,upper,23,R,Sander,Rue,0,0,0,0,11/3/20
NMupper24,35024,NM,upper,24,D,Nancy,Rodriguez,0,0,0,0,11/3/20
NMupper25,35025,NM,upper,25,D,Peter,Wirth,0,0,1,0,11/3/20
NMupper26,35026,NM,upper,26,D,Jacob,Candelaria,0,0,0,0,11/3/20
NMupper27,35027,NM,upper,27,R,Stuart,Ingle,0,0,0,1,11/3/20
NMupper28,35028,NM,upper,28,D,Howie,Morales,0,0,0,0,11/3/20
NMupper29,35029,NM,upper,29,R,Gregory,Baca,0,0,0,0,11/3/20
NMupper30,35030,NM,upper,30,D,Clemente,Sanchez,0,0,0,0,11/3/20
NMupper31,35031,NM,upper,31,D,Joseph,Cervantes,0,0,0,0,11/3/20
NMupper32,35032,NM,upper,32,R,Cliff,Pirtle,0,0,0,0,11/3/20
NMupper33,35033,NM,upper,33,R,William,Burt,0,0,0,0,11/3/20
NMupper34,35034,NM,upper,34,R,Ron,Griggs,0,0,0,0,11/3/20
NMupper35,35035,NM,upper,35,D,John,Arthur Smith,0,0,0,0,11/3/20
NMupper36,35036,NM,upper,36,D,Jeff,Steinborn,0,0,0,0,11/3/20
NMupper37,35037,NM,upper,37,D,William,Soules,0,0,0,0,11/3/20
NMupper38,35038,NM,upper,38,D,Mary,Kay Papen,1,0,0,0,11/3/20
NMupper39,35039,NM,upper,39,D,Liz,Stefanics,0,0,0,0,11/3/20
NMupper40,35040,NM,upper,40,R,Craig,Brandt,0,0,0,0,11/3/20
NMupper41,35041,NM,upper,41,R,Carroll,Leavell,0,0,0,0,11/3/20
NMupper42,35042,NM,upper,42,R,Gay,Kernan,0,0,0,0,11/3/20
NVupper1,32001,NV,upper,1,D,Pat,Spearman,0,0,0,0,11/3/20
NVupper2,32002,NV,upper,2,D,Mo,Denis,1,1,0,0,11/6/18
NVupper3,32003,NV,upper,3,D,Tick,Segerblom,0,0,0,0,11/3/20
NVupper4,32004,NV,upper,4,D,Kelvin,Atkinson,0,0,0,0,11/3/20
NVupper5,32005,NV,upper,5,D,Joyce,Woodhouse,0,0,0,0,11/3/20
NVupper6,32006,NV,upper,6,D,Nicole,Cannizzaro,0,0,0,0,11/3/20
NVupper7,32007,NV,upper,7,D,David,Parks,0,0,0,0,11/3/20
NVupper8,32008,NV,upper,8,I,Patricia,Farley,0,0,0,0,11/6/18
NVupper9,32009,NV,upper,9,,VACANT,,0,0,0,0,11/6/18
NVupper10,32010,NV,upper,10,D,Yvanna,Cancela,0,0,0,0,11/6/18
NVupper11,32011,NV,upper,11,D,Aaron,Ford,0,0,1,0,11/3/20
NVupper12,32012,NV,upper,12,R,Joe,Hardy,0,0,0,0,11/6/18
NVupper13,32013,NV,upper,13,D,Julia,Ratti,0,0,0,0,11/6/18
NVupper14,32014,NV,upper,14,R,Don,Gustavson,0,0,0,0,11/6/18
NVupper15,32015,NV,upper,15,R,Heidi,Gansert,0,0,0,0,11/3/20
NVupper16,32016,NV,upper,16,R,Ben,Kieckhefer,0,0,0,0,11/6/18
NVupper17,32017,NV,upper,17,R,James,Settelmeyer,0,0,0,0,11/6/18
NVupper18,32018,NV,upper,18,R,Scott,Hammond,0,0,0,0,11/3/20
NVupper19,32019,NV,upper,19,R,Pete,Goicoechea,0,0,0,0,11/3/20
NVupper20,32020,NV,upper,20,R,Michael,Roberson,0,0,0,1,11/6/18
NVupper21,32021,NV,upper,21,,VACANT,,0,0,0,0,11/6/18
NYupper1,36001,NY,upper,1,R,Kenneth,LaValle,0,0,0,0,11/6/18
NYupper2,36002,NY,upper,2,R,John,Flanagan,1,0,1,0,11/6/18
NYupper3,36003,NY,upper,3,R,Thomas,Croci,0,0,0,0,11/6/18
NYupper4,36004,NY,upper,4,R,Philip,Boyle,0,0,0,0,11/6/18
NYupper5,36005,NY,upper,5,R,Carl,Marcellino,0,0,0,0,11/6/18
NYupper6,36006,NY,upper,6,R,Kemp,Hannon,0,0,0,0,11/6/18
NYupper7,36007,NY,upper,7,R,Elaine,Phillips,0,0,0,0,11/6/18
NYupper8,36008,NY,upper,8,D,John,Brooks,0,0,0,0,11/6/18
NYupper9,36009,NY,upper,9,D,Todd,Kaminsky,0,0,0,0,11/6/18
NYupper10,36010,NY,upper,10,D,James,Sanders,0,0,0,0,11/6/18
NYupper11,36011,NY,upper,11,D,Tony,Avella,0,0,0,0,11/6/18
NYupper12,36012,NY,upper,12,D,Michael,Gianaris,0,0,0,0,11/6/18
NYupper13,36013,NY,upper,13,D,Jose,Peralta,0,0,0,0,11/6/18
NYupper14,36014,NY,upper,14,D,Leroy,Comrie,0,0,0,0,11/6/18
NYupper15,36015,NY,upper,15,D,Joseph,Addabbo,0,0,0,0,11/6/18
NYupper16,36016,NY,upper,16,D,Toby Ann,Stavisky,0,0,0,0,11/6/18
NYupper17,36017,NY,upper,17,D,Simcha,Felder,0,0,0,0,11/6/18
NYupper18,36018,NY,upper,18,D,Martin,Malave Dilan,0,0,0,0,11/6/18
NYupper19,36019,NY,upper,19,D,Roxanne,Persaud,0,0,0,0,11/6/18
NYupper20,36020,NY,upper,20,D,Jesse,Hamilton,0,0,0,0,11/6/18
NYupper21,36021,NY,upper,21,D,Kevin,Parker,0,0,0,0,11/6/18
NYupper22,36022,NY,upper,22,R,Martin,Golden,0,0,0,0,11/6/18
NYupper23,36023,NY,upper,23,D,Diane,Savino,0,0,0,0,11/6/18
NYupper24,36024,NY,upper,24,R,Andrew,Lanza,0,0,0,0,11/6/18
NYupper25,36025,NY,upper,25,D,Velmanette,Montgomery,0,0,0,0,11/6/18
NYupper26,36026,NY,upper,26,D,Daniel,Squadron,0,0,0,0,11/6/18
NYupper27,36027,NY,upper,27,D,Brad,Hoylman,0,0,0,0,11/6/18
NYupper28,36028,NY,upper,28,D,Liz,Krueger,0,0,0,0,11/6/18
NYupper29,36029,NY,upper,29,D,Jose,Serrano,0,0,0,0,11/6/18
NYupper30,36030,NY,upper,30,D,Brian,Benjamin,0,0,0,0,11/6/18
NYupper31,36031,NY,upper,31,D,Marisol,Alcantara,0,0,0,0,11/6/18
NYupper32,36032,NY,upper,32,,VACANT,,0,0,0,0,11/6/18
NYupper33,36033,NY,upper,33,D,Gustavo,Rivera,0,0,0,0,11/6/18
NYupper34,36034,NY,upper,34,D,Jeffrey,Klein,0,0,0,0,11/6/18
NYupper35,36035,NY,upper,35,D,Andrea,Stewart-Cousins,0,0,0,1,11/6/18
NYupper36,36036,NY,upper,36,D,Jamaal,Bailey,0,0,0,0,11/6/18
NYupper37,36037,NY,upper,37,,VACANT,,0,0,0,0,11/6/18
NYupper38,36038,NY,upper,38,D,David,Carlucci,0,0,0,0,11/6/18
NYupper39,36039,NY,upper,39,R,William,Larkin,0,0,0,0,11/6/18
NYupper40,36040,NY,upper,40,R,Terrence,Murphy,0,0,0,0,11/6/18
NYupper41,36041,NY,upper,41,R,Susan,Serino,0,0,0,0,11/6/18
NYupper42,36042,NY,upper,42,R,John,Bonacic,0,0,0,0,11/6/18
NYupper43,36043,NY,upper,43,R,Kathleen,Marchione,0,0,0,0,11/6/18
NYupper44,36044,NY,upper,44,D,Neil,Breslin,0,0,0,0,11/6/18
NYupper45,36045,NY,upper,45,R,Betty,Little,0,0,0,0,11/6/18
NYupper46,36046,NY,upper,46,R,George,Amedore,0,0,0,0,11/6/18
NYupper47,36047,NY,upper,47,R,Joseph,Griffo,0,0,0,0,11/6/18
NYupper48,36048,NY,upper,48,R,Patty,Ritchie,0,0,0,0,11/6/18
NYupper49,36049,NY,upper,49,R,Jim,Tedisco,0,0,0,0,11/6/18
NYupper50,36050,NY,upper,50,R,John,DeFrancisco,0,0,0,0,11/6/18
NYupper51,36051,NY,upper,51,R,James,Seward,0,0,0,0,11/6/18
NYupper52,36052,NY,upper,52,R,Fred,Akshar,0,0,0,0,11/6/18
NYupper53,36053,NY,upper,53,D,David,Valesky,0,0,0,0,11/6/18
NYupper54,36054,NY,upper,54,R,Pam,Helming,0,0,0,0,11/6/18
NYupper55,36055,NY,upper,55,R,Richard,Funke,0,0,0,0,11/6/18
NYupper56,36056,NY,upper,56,R,Joseph,Robach,0,0,0,0,11/6/18
NYupper57,36057,NY,upper,57,R,Catharine,Young,0,0,0,0,11/6/18
NYupper58,36058,NY,upper,58,R,Tom,O'Mara,0,0,0,0,11/6/18
NYupper59,36059,NY,upper,59,R,Patrick,Gallivan,0,0,0,0,11/6/18
NYupper60,36060,NY,upper,60,R,Chris,Jacobs,0,0,0,0,11/6/18
NYupper61,36061,NY,upper,61,R,Michael,Ranzenhofer,0,0,0,0,11/6/18
NYupper62,36062,NY,upper,62,R,Robert,Ortt,0,0,0,0,11/6/18
NYupper63,36063,NY,upper,63,D,Timothy,Kennedy,0,0,0,0,11/6/18
OHupper1,39001,OH,upper,1,R,Robert,McColley,0,0,0,0,11/6/18
OHupper2,39002,OH,upper,2,R,Randy,Gardner,0,0,1,0,11/3/20
OHupper3,39003,OH,upper,3,R,Kevin,Bacon,0,0,0,0,11/6/18
OHupper4,39004,OH,upper,4,R,Bill,Coley,0,0,0,0,11/3/20
OHupper5,39005,OH,upper,5,R,Bill,Beagle,0,0,0,0,11/6/18
OHupper6,39006,OH,upper,6,R,Peggy,Lehner,0,0,0,0,11/3/20
OHupper7,39007,OH,upper,7,R,Steve,Wilson,0,0,0,0,11/6/18
OHupper8,39008,OH,upper,8,R,Louis,Terhar,0,0,0,0,11/3/20
OHupper9,39009,OH,upper,9,D,Cecil,Thomas,0,0,0,0,11/6/18
OHupper10,39010,OH,upper,10,R,Robert,Hackett,0,0,0,0,11/3/20
OHupper11,39011,OH,upper,11,D,Edna,Brown,0,0,0,0,11/6/18
OHupper12,39012,OH,upper,12,R,Matt,Huffman,0,0,0,0,11/3/20
OHupper13,39013,OH,upper,13,R,Gayle,Manning,0,0,0,0,11/6/18
OHupper14,39014,OH,upper,14,R,Joe,Uecker,0,0,0,0,11/3/20
OHupper15,39015,OH,upper,15,D,Charleta,Tavares,0,0,0,0,11/6/18
OHupper16,39016,OH,upper,16,R,Stephanie,Kunze,0,0,0,0,11/3/20
OHupper17,39017,OH,upper,17,R,Bob,Peterson,0,1,0,0,11/6/18
OHupper18,39018,OH,upper,18,R,John,Eklund,0,0,0,0,11/3/20
OHupper19,39019,OH,upper,19,R,Kris,Jordan,0,0,0,0,11/6/18
OHupper20,39020,OH,upper,20,R,Troy,Balderson,0,0,0,0,11/3/20
OHupper21,39021,OH,upper,21,D,Sandra,Williams,0,0,0,0,11/6/18
OHupper22,39022,OH,upper,22,R,Larry,Obhof,1,0,0,0,11/3/20
OHupper23,39023,OH,upper,23,D,Michael,Skindell,0,0,0,0,11/6/18
OHupper24,39024,OH,upper,24,R,Matt,Dolan,0,0,0,0,11/3/20
OHupper25,39025,OH,upper,25,D,Kenny,Yuko,0,0,0,1,11/6/18
OHupper26,39026,OH,upper,26,R,Dave,Burke,0,0,0,0,11/3/20
OHupper27,39027,OH,upper,27,R,Frank,LaRose,0,0,0,0,11/6/18
OHupper28,39028,OH,upper,28,D,Vernon,Sykes,0,0,0,0,11/3/20
OHupper29,39029,OH,upper,29,R,Scott,Oelslager,0,0,0,0,11/6/18
OHupper30,39030,OH,upper,30,R,Frank,Hoagland,0,0,0,0,11/3/20
OHupper31,39031,OH,upper,31,R,Jay,Hottinger,0,0,0,0,11/6/18
OHupper32,39032,OH,upper,32,D,Sean,O'Brien,0,0,0,0,11/3/20
OHupper33,39033,OH,upper,33,D,Joseph,Schiavoni,0,0,0,0,11/6/18
OKupper1,40001,OK,upper,1,R,Micheal,Bergstrom,0,0,0,0,11/3/20
OKupper2,40002,OK,upper,2,R,Marty,Quinn,0,0,0,0,11/6/18
OKupper3,40003,OK,upper,3,R,Wayne,Shaw,0,0,0,0,11/3/20
OKupper4,40004,OK,upper,4,R,Mark,Allen,0,0,0,0,11/6/18
OKupper5,40005,OK,upper,5,R,Joseph,Silk,0,0,0,0,11/3/20
OKupper6,40006,OK,upper,6,R,Josh,Brecheen,0,0,0,0,11/6/18
OKupper7,40007,OK,upper,7,R,Larry,Boggs,0,0,0,0,11/3/20
OKupper8,40008,OK,upper,8,R,Roger,Thompson,0,0,0,0,11/6/18
OKupper9,40009,OK,upper,9,R,Dewayne,Pemberton,0,0,0,0,11/3/20
OKupper10,40010,OK,upper,10,R,Eddie,Fields,0,0,0,0,11/6/18
OKupper11,40011,OK,upper,11,D,Kevin,Matthews,0,0,0,0,11/3/20
OKupper12,40012,OK,upper,12,R,James,Leewright,0,0,0,0,11/6/18
OKupper13,40013,OK,upper,13,R,Greg,McCortney,0,0,0,0,11/3/20
OKupper14,40014,OK,upper,14,R,Frank,Simpson,0,0,0,0,11/6/18
OKupper15,40015,OK,upper,15,R,Rob,Standridge,0,0,0,0,11/3/20
OKupper16,40016,OK,upper,16,D,John,Sparks,0,0,0,1,11/6/18
OKupper17,40017,OK,upper,17,R,Ron,Sharp,0,0,0,0,11/3/20
OKupper18,40018,OK,upper,18,R,Kim,David,0,0,0,0,11/6/18
OKupper19,40019,OK,upper,19,R,Roland,Pederson,0,0,0,0,11/3/20
OKupper20,40020,OK,upper,20,R,AJ,Griffin,0,0,0,0,11/6/18
OKupper21,40021,OK,upper,21,R,Tom,Dugger,0,0,0,0,11/3/20
OKupper22,40022,OK,upper,22,R,Stephanie,Bice,0,0,0,0,11/6/18
OKupper23,40023,OK,upper,23,R,Lonnie,Paxton,0,0,0,0,11/3/20
OKupper24,40024,OK,upper,24,R,Anthony,Sykes,0,0,0,0,11/6/18
OKupper25,40025,OK,upper,25,R,Joe,Newhouse,0,0,0,0,11/3/20
OKupper26,40026,OK,upper,26,R,Darcy,Jech,0,0,0,0,11/6/18
OKupper27,40027,OK,upper,27,R,Casey,Murdock,0,0,0,0,11/3/20
OKupper28,40028,OK,upper,28,R,Jason,Smalley,0,0,0,0,11/6/18
OKupper29,40029,OK,upper,29,R,Julie,Daniels,0,0,0,0,11/3/20
OKupper30,40030,OK,upper,30,R,David,Holt,0,0,0,0,11/6/18
OKupper31,40031,OK,upper,31,R,Chris,Kidd,0,0,0,0,11/3/20
OKupper32,40032,OK,upper,32,D,Randy,Bass,0,0,0,0,11/6/18
OKupper33,40033,OK,upper,33,R,Nathan,Dahm,0,0,0,0,11/3/20
OKupper34,40034,OK,upper,34,D,J.J.,Dossett,0,0,0,0,11/6/18
OKupper35,40035,OK,upper,35,R,Gary,Stanislawski,0,0,0,0,11/3/20
OKupper36,40036,OK,upper,36,R,Bill,Brown,0,0,0,0,11/6/18
OKupper37,40037,OK,upper,37,D,Allison,Ikley-Freeman,0,0,0,0,11/3/20
OKupper38,40038,OK,upper,38,R,Mike,Schulz,1,0,0,0,11/6/18
OKupper39,40039,OK,upper,39,R,Dave,Rader,0,0,0,0,11/3/20
OKupper40,40040,OK,upper,40,R,Ervin,Yen,0,0,0,0,11/6/18
OKupper41,40041,OK,upper,41,R,Adam,Pugh,0,0,0,0,11/3/20
OKupper42,40042,OK,upper,42,R,Jack,Fry,0,0,0,0,11/6/18
OKupper43,40043,OK,upper,43,R,Paul,Scott,0,0,0,0,11/3/20
OKupper44,40044,OK,upper,44,D,Michael,Brooks,0,0,0,0,11/6/18
OKupper45,40045,OK,upper,45,R,Paul,Rosino,0,0,0,0,11/3/20
OKupper46,40046,OK,upper,46,D,Kay,Floyd,0,0,0,0,11/6/18
OKupper47,40047,OK,upper,47,R,Greg,Treat,0,0,1,0,11/3/20
OKupper48,40048,OK,upper,48,D,Anastasia,Pittman,0,0,0,0,11/6/18
ORupper1,41001,OR,upper,1,R,Jeff,Kruse,0,0,0,0,11/3/20
ORupper2,41002,OR,upper,2,R,Herman,Baertschiger,0,0,0,0,11/3/20
ORupper3,41003,OR,upper,3,R,Alan,DeBoer,0,0,0,0,11/6/18
ORupper4,41004,OR,upper,4,D,Floyd,Prozanski,0,0,0,0,11/6/18
ORupper5,41005,OR,upper,5,D,Arnie,Roblan,0,0,0,0,11/3/20
ORupper6,41006,OR,upper,6,D,Lee,Beyer,0,0,0,0,11/6/18
ORupper7,41007,OR,upper,7,D,James,Manning,0,0,0,0,11/6/18
ORupper8,41008,OR,upper,8,D,Sara,Gelser,0,0,0,0,11/6/18
ORupper9,41009,OR,upper,9,R,Fred,Girod,0,0,0,0,11/3/20
ORupper10,41010,OR,upper,10,R,Jackie,Winters,0,0,0,1,11/6/18
ORupper11,41011,OR,upper,11,D,Peter,Courtney,1,0,0,0,11/6/18
ORupper12,41012,OR,upper,12,R,Brian,Boquist,0,0,0,0,11/3/20
ORupper13,41013,OR,upper,13,R,Kim,Thatcher,0,0,0,0,11/6/18
ORupper14,41014,OR,upper,14,D,Mark,Hass,0,0,0,0,11/3/20
ORupper15,41015,OR,upper,15,D,Chuck,Riley,0,0,0,0,11/6/18
ORupper16,41016,OR,upper,16,D,Betsy,Johnson,0,0,0,0,11/6/18
